date,platform,campaign_id,campaign_name,ad_group_id,ad_group_name,impressions,clicks,spend,conversions,revenue
1/6/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,205678,3234,387.8,27,NULL
1/6/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,378901,6123,945.6,96,NULL
1/7/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,278901,4123,545.6,42,NULL
1/7/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,138901,2678,734.5,73,NULL
1/7/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,212345,3345,401.1,28,NULL
1/8/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,245234,3578,474.3,37,NULL
1/8/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,119234,2234,645.6,64,NULL
1/8/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,389012,6234,967.8,98,NULL
1/9/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,289012,4234,556.7,43,NULL
1/9/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,218901,3456,414.4,29,NULL
1/9/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,401234,6456,989.9,101,NULL
1/10/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,256234,3701,490.5,38,NULL
1/10/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,145678,2789,756.7,76,NULL
1/10/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,223456,3567,427.7,30,NULL
1/11/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,278901,4123,523.6,42,NULL
1/11/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,156789,3012,812.3,82,NULL
1/11/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,234567,3789,456.8,33,NULL
1/11/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,412345,6789,1023.4,103,NULL
1/12/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,267890,3945,501.2,40,NULL
1/12/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,148901,2834,767.5,77,NULL
1/12/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,228901,3634,441.9,31,NULL
1/12/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,398567,6534,998.7,98,NULL
1/13/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,234567,3456,456.7,34,NULL
1/13/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,134567,2567,712.3,71,NULL
1/13/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,201234,3123,374.5,26,NULL
1/13/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,367890,6012,923.4,94,NULL
1/14/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,223456,3234,434.5,32,NULL
1/14/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,128901,2456,689.5,68,NULL
1/14/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,195678,2989,361.2,25,NULL
1/14/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,356789,5834,901.2,91,NULL
1/15/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,246789,3678,478.9,36,NULL
1/15/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,142345,2678,734.5,73,NULL
1/15/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,212345,3345,401.1,28,NULL
1/15/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,378901,6123,945.6,96,NULL
1/16/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,289012,4234,556.7,43,NULL
1/16/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,156789,3012,812.3,82,NULL
1/16/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,245678,3890,467.8,34,NULL
1/16/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,423456,6890,1056.8,107,NULL
1/17/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,301234,4456,589.9,46,NULL
1/17/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,167890,3234,845.6,85,NULL
1/17/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,256789,4012,489.2,36,NULL
1/17/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,445678,7234,1123.5,113,NULL
1/18/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,290123,4189,567.8,44,NULL
1/18/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,161234,3089,823.7,83,NULL
1/18/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,248901,3934,478.5,35,NULL
1/18/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,434567,7012,1089.3,109,NULL
1/19/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,278901,4123,545.6,42,NULL
1/19/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,153456,2945,789.2,79,NULL
1/19/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,236789,3734,456.8,33,NULL
1/19/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,423456,6789,1034.5,104,NULL
1/20/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,256234,3701,490.5,38,NULL
1/20/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,142345,2678,734.5,73,NULL
1/20/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,218901,3456,414.4,29,NULL
1/20/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,389012,6234,967.8,98,NULL
1/21/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,234567,3456,445.7,34,NULL
1/21/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,128901,2456,678.9,67,NULL
1/21/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,201234,3123,374.5,26,NULL
1/21/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,367890,6012,923.4,94,NULL
1/22/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,267890,3945,523.4,40,NULL
1/22/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,148901,2834,767.5,77,NULL
1/22/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,228901,3634,441.9,31,NULL
1/22/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,398567,6534,998.7,98,NULL
1/23/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,289012,4234,556.7,43,NULL
1/23/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,156789,3012,812.3,82,NULL
1/23/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,245678,3890,467.8,34,NULL
1/23/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,423456,6890,1056.8,107,NULL
1/24/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,312345,4567,623.4,48,NULL
1/24/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,172345,3345,867.9,87,NULL
1/24/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,267890,4123,512.6,37,NULL
1/24/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,456789,7456,1167.8,118,NULL
1/25/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,323456,4789,645.7,50,NULL
1/25/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,178901,3456,889.5,89,NULL
1/25/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,278901,4234,534.2,39,NULL
1/25/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,467890,7623,1189.4,120,NULL
1/26/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,301234,4456,589.9,46,NULL
1/26/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,167890,3234,845.6,85,NULL
1/26/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,256789,4012,489.2,36,NULL
1/26/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,445678,7234,1123.5,113,NULL
1/27/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,278901,4123,545.6,42,NULL
1/27/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,153456,2945,789.2,79,NULL
1/27/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,236789,3734,456.8,33,NULL
1/27/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,423456,6789,1034.5,104,NULL
1/28/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,267890,3945,501.2,40,NULL
1/28/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,148901,2834,756.7,76,NULL
1/28/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,223456,3567,427.7,30,NULL
1/28/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,401234,6456,989.9,101,NULL
1/29/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,289012,4234,556.7,43,NULL
1/29/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,156789,3012,812.3,82,NULL
1/29/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,245678,3890,467.8,34,NULL
1/29/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,423456,6890,1056.8,107,NULL
1/30/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,295678,4345,573.2,44,NULL
1/30/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,161234,3089,823.7,83,NULL
1/30/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,251234,3967,481.5,35,NULL
1/30/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,434567,7012,1089.3,109,NULL
